id_mun,combate_hambre,combate_hambre_y_leche,beneficiarios,mun,porcentaje_pea,poblacion_pea,porc_programa_hambre,cobertura_prog_hambre,cobertura_programas,cobertura_prog_hambre_y_leche
26037,12,12,24,Mazatán,2.68207,42,0.5,0.2857143,0.5714286,0.2857143
26038,57,57,89,Moctezuma,1.42542,78,0.64044946,0.73076922,1.1410257,0.73076922
26039,394,394,410,Naco,4.78724,299,0.96097559,1.3177258,1.3712375,1.3177258
26040,24,24,41,Nácori Chico,9.06222,208,0.58536583,0.11538462,0.19711539,0.11538462
26041,173,173,253,Nacozari de García,3.2143,317,0.68379444,0.54574132,0.79810727,0.54574132
26042,3265,3357,4027,Navojoa,5.82711,9905,0.81077725,0.32963151,0.40656233,0.33891973
26043,3043,3105,3300,Nogales,4.39072,9396,0.92212123,0.32386121,0.35121328,0.33045977
26044,36,36,36,Onavas,4.877,19,1,1.8947369,1.8947369,1.8947369
26045,56,56,79,Opodepe,9.52889,299,0.70886075,0.18729097,0.26421404,0.18729097
26046,1,1,1,Oquitoa,3.87988,20,1,0.050000001,0.050000001,0.050000001
26047,125,126,143,Pitiquito,4.72666,377,0.8741259,0.33156499,0.37931034,0.33421752
26048,1725,1726,1940,Puerto Peñasco,6.62739,3669,0.88917524,0.47015536,0.52875441,0.4704279
26049,203,205,244,Quiriego,7.65802,257,0.83196723,0.78988326,0.94941634,0.79766536
26050,40,42,57,Rayón,5.61639,106,0.70175439,0.3773585,0.53773582,0.39622641
26051,229,233,260,Rosario,12.61696,575,0.88076925,0.39826086,0.45217392,0.40521738
26052,146,146,157,Sahuaripa,9.03887,434,0.92993629,0.33640552,0.36175114,0.33640552
26053,5,5,5,San Felipe de Jesús,1.58831,6,1,0.83333331,0.83333331,0.83333331
26054,6,6,6,San Javier,4.15405,26,1,0.23076923,0.23076923,0.23076923
26055,4389,4399,4672,San Luis Río Colorado,4.32656,7899,0.93942636,0.55563998,0.59146726,0.55690593
26056,390,400,643,San Miguel de Horcasitas,17.14485,1271,0.60653186,0.30684501,0.50590086,0.31471282
26057,25,25,29,San Pedro de la Cueva,2.05825,39,0.86206895,0.64102566,0.74358976,0.64102566
26058,702,708,844,Santa Ana,3.12768,470,0.83175355,1.4936171,1.7957447,1.5063829
26059,35,35,54,Santa Cruz,8.94949,219,0.64814812,0.15981735,0.24657534,0.15981735
26060,94,94,106,Sáric,8.6193,263,0.88679248,0.35741445,0.40304184,0.35741445
26061,52,52,53,Soyopa,3.99352,56,0.98113209,0.9285714,0.9464286,0.9285714
26062,79,79,81,Suaqui Grande,5.50498,68,0.97530866,1.1617647,1.1911764,1.1617647
26063,26,26,36,Tepache,6.04491,88,0.72222221,0.29545453,0.40909091,0.29545453
26064,87,87,100,Trincheras,8.53276,161,0.87,0.54037267,0.62111801,0.54037267
26065,46,46,72,Tubutama,7.74158,167,0.6388889,0.2754491,0.43113771,0.2754491
26066,101,101,157,Ures,3.45873,273,0.6433121,0.36996338,0.5750916,0.36996338
26067,8,8,8,Villa Hidalgo,1.98,34,1,0.23529412,0.23529412,0.23529412
26068,15,15,16,Villa Pesqueira,2.24575,31,0.9375,0.48387095,0.51612902,0.48387095
26069,210,210,247,Yécora,11.13558,695,0.85020244,0.30215827,0.35539567,0.30215827
26070,967,967,1008,General Plutarco Elías Calles,15.28548,2055,0.95932537,0.4705596,0.49051094,0.4705596
26071,947,957,1095,Benito Juárez,17.43242,3021,0.86484021,0.31347236,0.36246276,0.31678253
26072,965,967,1098,San Ignacio Río Muerto,16.30815,2182,0.87887067,0.44225481,0.50320804,0.44317141
27001,3259,3264,3802,Balancán,14.17943,8108,0.85718042,0.40194869,0.46891958,0.40256536
27002,24776,25603,29350,Cárdenas,17.5232,40587,0.84415674,0.61044174,0.72313797,0.63081777
27003,8132,8349,9983,Centla,17.47743,17725,0.81458479,0.45878702,0.56321579,0.47102961
27004,21392,22295,28360,Centro,4.59072,29544,0.75430185,0.72407258,0.95992416,0.75463712
27005,13836,14840,17637,Comalcalco,14.39157,28243,0.78448713,0.48989129,0.62447333,0.52543992
27006,12105,12579,15247,Cunduacán,9.04827,12960,0.79392666,0.93402779,1.1764661,0.97060186
27007,807,807,1040,Emiliano Zapata,7.30263,1882,0.77596152,0.42879915,0.5526036,0.42879915
27008,16960,17459,20641,Huimanguillo,17.50503,28600,0.82166564,0.59300697,0.7217133,0.61045456
27009,2626,2787,3370,Jalapa,8.0333,3262,0.77922851,0.8050276,1.0331085,0.85438383
27010,2504,2635,3086,Jalpa de Méndez,8.59146,7784,0.81140637,0.32168552,0.39645427,0.33851489
27011,1831,1837,2216,Jonuta,17.20349,4427,0.82626355,0.41359839,0.50056469,0.41495368
27012,11557,11731,15027,Macuspana,11.67916,18861,0.76908231,0.61274588,0.79672343,0.62197125
27013,2971,3262,5231,Nacajuca,6.67401,8008,0.56796026,0.37100399,0.65322179,0.40734264
27014,1794,2029,3941,Paraíso,11.66402,9952,0.45521441,0.18026528,0.3960008,0.20387861
27015,1745,1820,2856,Tacotalpa,18.0933,7697,0.6109944,0.22671171,0.37105367,0.23645577
27016,1154,1170,1532,Teapa,9.10524,5254,0.75326371,0.21964218,0.29158735,0.22268748
27017,2870,2878,3252,Tenosique,9.51836,5701,0.88253385,0.50342047,0.57042623,0.50482374
28001,545,560,610,Abasolo,12.32736,1589,0.89344263,0.34298301,0.38388923,0.35242289
28002,679,680,932,Aldama,8.02572,2524,0.72854078,0.26901743,0.36925516,0.26941362
28003,9460,9740,10724,Altamira,5.53894,12560,0.88213354,0.75318474,0.85382164,0.77547771
28004,245,255,332,Antiguo Morelos,5.97319,610,0.73795182,0.40163934,0.54426229,0.4180328
28005,152,152,170,Burgos,14.63078,753,0.89411765,0.20185924,0.22576362,0.20185924
28006,527,539,702,Bustamante,16.01921,1977,0.75071228,0.2665655,0.35508347,0.27263531
28007,1339,1339,1404,Camargo,3.94909,488,0.9537037,2.7438524,2.8770492,2.7438524
28008,166,168,203,Casas,16.0115,1019,0.817734,0.16290481,0.19921492,0.16486752
28009,3210,3401,4303,Ciudad Madero,3.98438,7756,0.74599117,0.41387314,0.55479628,0.43849921
28010,35,35,39,Cruillas,18.6928,453,0.8974359,0.077262692,0.086092718,0.077262692
28011,188,188,218,Gómez Farías,10.43868,1211,0.86238533,0.15524361,0.18001652,0.15524361
28012,870,958,1409,González,10.53619,4792,0.61745918,0.18155259,0.29403171,0.19991653
28013,180,182,207,Güémez,9.5104,2053,0.86956519,0.08767657,0.10082806,0.088650756
28014,138,138,189,Guerrero,1.71973,79,0.73015875,1.7468355,2.392405,1.7468355
28015,1021,1021,1070,Gustavo Díaz Ordaz,3.42719,594,0.95420563,1.7188553,1.8013468,1.7188553
28016,301,308,344,Hidalgo,5.97435,1782,0.875,0.16891134,0.19304153,0.17283951
28017,563,564,760,Jaumave,12.57663,2336,0.74078947,0.24101028,0.32534248,0.24143836
28018,99,109,180,Jiménez,3.98393,319,0.55000001,0.31034482,0.56426334,0.34169278
28019,410,413,559,Llera,9.6718,2017,0.73345262,0.20327219,0.27714428,0.20475954
28020,6,6,11,Mainero,4.14963,166,0.54545456,0.036144577,0.066265061,0.036144577
28021,1146,1166,1449,El Mante,3.48466,4362,0.79089028,0.26272354,0.33218706,0.26730856
28022,21651,21689,22625,Matamoros,3.78983,17255,0.95695025,1.2547667,1.3112141,1.256969
28023,81,81,94,Méndez,9.14665,556,0.86170214,0.14568345,0.16906475,0.14568345
28024,20,20,20,Mier,1.10868,44,1,0.45454547,0.45454547,0.45454547
28025,1369,1369,1437,Miguel Alemán,2.81496,785,0.95267922,1.7439491,1.8305732,1.7439491
28026,177,180,232,Miquihuana,14.9391,852,0.76293105,0.20774648,0.27230048,0.21126761
28027,17712,17751,18518,Nuevo Laredo,2.49621,9363,0.95647478,1.8917013,1.9777849,1.8958668
28028,187,192,224,Nuevo Morelos,8.12926,339,0.8348214,0.55162239,0.66076696,0.56637168
28029,300,307,399,Ocampo,6.64261,1064,0.75187969,0.28195488,0.375,0.28853384
28030,208,214,254,Padilla,6.00576,892,0.81889766,0.23318386,0.28475335,0.23991032
28031,34,36,53,Palmillas,8.85856,229,0.64150941,0.14847161,0.23144105,0.15720524
28032,26788,26834,28118,Reynosa,2.7706,15690,0.95269936,1.7073295,1.7920969,1.7102613
28033,7760,7766,8099,Río Bravo,6.13674,7827,0.958143,0.99143988,1.0347515,0.99220645
28034,253,257,321,San Carlos,10.232,1302,0.78816199,0.19431643,0.24654378,0.19738863
28035,957,1058,1715,San Fernando,8.80112,5721,0.55801749,0.16727845,0.29977277,0.18493271
28036,39,40,49,San Nicolás,18.09454,321,0.79591835,0.12149533,0.15264797,0.1246106
28037,608,629,781,Soto la Marina,10.40467,2876,0.77848911,0.21140473,0.27155772,0.21870653
28038,1248,1365,1950,Tampico,2.25713,6262,0.63999999,0.19929735,0.31140211,0.21798147
28039,672,743,1130,Tula,13.50298,4905,0.59469026,0.13700306,0.23037717,0.15147808
28040,4178,4188,4355,Valle Hermoso,3.41353,2549,0.95935708,1.6390741,1.7085131,1.6429973
28041,2222,2554,4297,Victoria,2.47111,7904,0.51710498,0.28112349,0.54364878,0.32312754
28042,50,51,54,Villagrán,5.33013,480,0.92592591,0.10416666,0.1125,0.10625
28043,780,808,1145,Xicoténcatl,3.76334,1007,0.68122274,0.77457798,1.1370407,0.8023833
29001,302,314,362,Amaxac de Guerrero,3.43951,404,0.83425415,0.74752474,0.89603961,0.7772277
29002,78,85,135,Apetatitlán de Antonio Carvajal,4.51423,597,0.5777778,0.13065326,0.22613065,0.14237855
29003,230,237,293,Atlangatepec,8.84324,682,0.78498292,0.33724341,0.42961878,0.34750733
29004,360,365,525,Atltzayanca,9.42165,1789,0.6857143,0.20122974,0.29346004,0.2040246
29005,1021,1148,1515,Apizaco,5.21768,4448,0.67392737,0.22954136,0.34060252,0.25809354
29006,1829,1917,2225,Calpulalpan,4.45483,1940,0.8220225,0.94278353,1.1469072,0.98814434
29007,1125,1201,1460,El Carmen Tequexquitla,13.87229,2881,0.77054793,0.3904894,0.50676847,0.41686913
29008,469,493,657,Cuapiaxtla,7.863,1125,0.71385086,0.41688889,0.58399999,0.43822223
29009,109,120,174,Cuaxomulco,9.43369,493,0.62643677,0.22109534,0.35294119,0.24340771
29010,1003,1079,1338,Chiautempan,6.16389,3896,0.74962628,0.25744352,0.34342915,0.27695072
29011,172,184,244,Muñoz de Domingo Arenas,6.33603,294,0.70491803,0.58503401,0.82993197,0.62585032
29012,285,318,496,Españita,13.76012,1544,0.57459676,0.1845855,0.32124352,0.20595855
29013,3426,3730,5064,Huamantla,9.34277,7688,0.67654026,0.44562957,0.65868884,0.48517171
29014,219,254,407,Hueyotlipan,12.4053,1580,0.53808355,0.13860759,0.25759494,0.16075949
29015,335,423,630,Ixtacuixtla de Mariano Matamoros,6.70778,2053,0.53174603,0.16317584,0.30686799,0.20603994
29016,218,253,377,Ixtenco,4.59911,251,0.57824934,0.86852592,1.501992,1.0079681
29017,111,137,209,Mazatecochco de José María Morelos,9.84904,1184,0.53110045,0.09375,0.17652027,0.11570946
29018,612,673,908,Contla de Juan Cuamatzi,6.12487,2121,0.67400879,0.28854313,0.42809996,0.31730315
29019,315,364,483,Tepetitla de Lardizábal,9.7046,1445,0.65217394,0.21799308,0.33425605,0.25190312
29020,385,443,606,Sanctórum de Lázaro Cárdenas,6.01733,520,0.63531351,0.74038464,1.1653847,0.85192305
29021,617,763,956,Nanacamilpa de Mariano Arista,6.10062,973,0.64539748,0.6341213,0.98252827,0.78417265
29022,91,107,123,Acuamanala de Miguel Hidalgo,4.95129,288,0.73983741,0.31597221,0.42708334,0.37152779
29023,335,363,478,Natívitas,11.71977,2971,0.70083684,0.11275665,0.16088858,0.12218108
29024,296,331,429,Panotla,5.13697,1174,0.68997669,0.25212947,0.36541739,0.28194207
29025,2274,2513,3487,San Pablo del Monte,13.81395,10916,0.6521365,0.20831807,0.31943935,0.23021254
29026,782,832,1037,Santa Cruz Tlaxcala,8.71888,1608,0.75409836,0.48631841,0.6449005,0.51741296
29027,45,50,90,Tenancingo,8.59853,914,0.5,0.049234137,0.098468274,0.054704595
29028,676,782,1015,Teolocholco,9.36671,2094,0.66600984,0.32282713,0.48471823,0.37344795
29029,100,115,166,Tepeyanco,6.05644,679,0.60240966,0.1472754,0.24447717,0.16936672
29030,397,419,595,Terrenate,9.36747,1554,0.66722691,0.25546977,0.38288289,0.26962677
29031,1088,1141,1355,Tetla de la Solidaridad,7.29187,1829,0.80295205,0.59486055,0.74084198,0.62383819
29032,118,120,194,Tetlatlahuca,7.56083,898,0.6082474,0.13140312,0.21603563,0.13363029
29033,992,1093,1494,Tlaxcala,4.61506,3767,0.66398931,0.26333952,0.39660206,0.29015133
29034,711,780,1102,Tlaxco,10.41348,4679,0.64519054,0.15195554,0.23552041,0.16670229
29035,173,203,273,Tocatlán,8.13728,412,0.63369966,0.41990292,0.66262138,0.49271846
29036,310,326,410,Totolac,3.03268,515,0.75609756,0.60194176,0.79611653,0.63300973
29037,560,602,733,Ziltlaltépec de Trinidad Sánchez Santos,19.69871,1972,0.76398361,0.28397566,0.37170386,0.30527383
29038,424,431,488,Tzompantepec,7.03507,1276,0.86885244,0.33228841,0.38244513,0.33777431
29039,522,620,870,Xaloztoc,8.63306,1993,0.60000002,0.2619167,0.43652785,0.3110888
29040,57,75,107,Xaltocan,7.67869,775,0.53271025,0.073548384,0.13806452,0.096774191
29041,194,254,350,Papalotla de Xicohténcatl,5.97629,1299,0.55428571,0.14934565,0.26943803,0.19553503
29042,155,179,230,Xicohtzinco,4.21282,557,0.67391306,0.27827647,0.41292641,0.32136446
29043,1162,1246,1419,Yauhquemehcan,4.12585,1415,0.81888652,0.82120138,1.0028268,0.88056535
29044,535,615,771,Zacatelco,8.53119,2825,0.69390404,0.18938053,0.27292034,0.21769911
29045,70,78,100,Benito Juárez,6.0394,395,0.69999999,0.17721519,0.25316456,0.19746836
29046,168,170,286,Emiliano Zapata,9.31754,471,0.5874126,0.3566879,0.60721868,0.36093417
29047,53,55,82,Lázaro Cárdenas,7.65389,260,0.64634144,0.20384616,0.31538463,0.21153846
29048,280,317,447,La Magdalena Tlaltelulco,9.98222,1870,0.62639821,0.14973262,0.23903744,0.16951871
29049,119,121,162,San Damián Texóloc,6.11259,281,0.73456788,0.42348754,0.57651246,0.43060499
29050,124,141,197,San Francisco Tetlanohcan,7.3301,784,0.62944162,0.15816326,0.25127551,0.17984694
29051,120,128,142,San Jerónimo Zacualpan,7.58915,189,0.84507042,0.63492066,0.75132275,0.67724866
29052,156,163,302,San José Teacalco,13.01921,740,0.51655626,0.21081081,0.40810812,0.22027028
29053,234,254,431,San Juan Huactzinco,12.06349,854,0.54292345,0.2740047,0.50468385,0.2974239
29054,279,287,317,San Lorenzo Axocomanitla,5.49895,223,0.88012618,1.251121,1.4215246,1.2869955
29055,70,72,88,San Lucas Tecopilco,6.5261,130,0.79545456,0.53846157,0.6769231,0.55384618
29056,206,214,303,Santa Ana Nopalucan,11.86399,768,0.67986798,0.26822916,0.39453125,0.27864584
29057,19,22,33,Santa Apolonia Teacalco,11.10136,410,0.57575756,0.046341464,0.080487803,0.053658538
29058,167,173,217,Santa Catarina Ayometla,6.28006,353,0.76958525,0.47308782,0.61473089,0.49008498
29059,44,55,108,Santa Cruz Quilehtla,6.23302,410,0.4074074,0.10731708,0.26341462,0.13414635
29060,33,46,81,Santa Isabel Xiloxoxtla,10.97715,567,0.4074074,0.05820106,0.14285715,0.081128746
30001,316,316,433,Acajete,13.94713,993,0.72979212,0.31822759,0.43605235,0.31822759
30002,101,105,120,Acatlán,12.16469,363,0.84166664,0.27823693,0.33057851,0.28925619
30003,2659,2794,3191,Acayucan,12.14091,11059,0.8332811,0.24043766,0.28854325,0.2526449
30004,1727,1803,2301,Actopan,6.05574,2674,0.75054324,0.64584893,0.86050862,0.67427075
30005,90,90,168,Acula,10.3716,480,0.53571427,0.1875,0.34999999,0.1875
30006,508,569,711,Acultzingo,16.66262,3383,0.71448666,0.15016258,0.2101685,0.16819391
30007,619,619,758,Camarón de Tejeda,13.58313,896,0.81662267,0.69084823,0.84598213,0.69084823
30008,409,436,740,Alpatláhuac,21.6283,1905,0.55270272,0.21469817,0.38845146,0.22887139
30009,1321,1359,1569,Alto Lucero de Gutiérrez Barrios,10.47957,2830,0.84193754,0.46678445,0.55441695,0.480212
30010,3964,4050,4463,Altotonga,17.41654,9688,0.88819182,0.40916598,0.460673,0.41804293
30011,866,904,1113,Alvarado,8.9272,4678,0.77807724,0.18512185,0.23792219,0.19324498
30012,168,176,290,Amatitlán,8.91598,853,0.57931036,0.19695194,0.33997655,0.2063306
30013,375,375,455,Naranjos Amatlán,3.46717,827,0.82417583,0.45344618,0.55018139,0.45344618
30014,1928,1968,2232,Amatlán de los Reyes,7.08513,3085,0.86379927,0.62495947,0.72350079,0.63792545
30015,901,988,1521,Angel R. Cabada,10.19618,3709,0.59237343,0.24292262,0.41008359,0.26637909
30016,640,660,827,La Antigua,3.44847,660,0.77388149,0.969697,1.2530303,1
30017,93,99,119,Apazapan,5.50932,276,0.78151262,0.33695653,0.43115941,0.35869566
30018,285,292,342,Aquila,34.10322,524,0.83333331,0.54389316,0.65267175,0.55725193
30019,749,749,830,Astacinga,24.28352,1201,0.90240961,0.62364697,0.69109076,0.62364697
30020,1347,1348,1471,Atlahuilco,22.76348,2362,0.91570359,0.57027942,0.62277728,0.57070279
30021,576,610,917,Atoyac,10.94886,2559,0.6281352,0.22508793,0.35834309,0.23837437
30022,412,437,578,Atzacan,15.93227,3066,0.71280277,0.13437703,0.18851924,0.14253098
30023,3099,3217,3704,Atzalan,14.69612,7057,0.83666307,0.43913844,0.52486891,0.45585942
30024,609,634,729,Tlaltetela,21.39745,3198,0.83539093,0.19043152,0.22795497,0.19824891
30025,718,757,912,Ayahualulco,20.408,4820,0.78728068,0.14896266,0.18921162,0.15705395
30026,652,723,803,Banderilla,6.92118,1243,0.81195515,0.52453738,0.64601767,0.58165729
30027,1064,1075,1163,Benito Juárez,31.07842,5494,0.91487533,0.19366582,0.21168548,0.195668
30028,1704,1845,2128,Boca del Río,3.88015,5505,0.80075186,0.30953678,0.38655767,0.33514985
30029,1024,1031,1101,Calcahualco,25.24652,2911,0.93006361,0.35176915,0.37822053,0.35417381
30030,1978,2126,2460,Camerino Z. Mendoza,6.88464,2404,0.80406505,0.82279533,1.0232946,0.88435942
30031,482,566,735,Carrillo Puerto,18.03599,2884,0.65578234,0.16712898,0.25485438,0.19625521
30032,884,911,1262,Catemaco,9.71231,4423,0.70047545,0.19986434,0.28532669,0.2059688
30033,438,531,1071,Cazones de Herrera,23.8761,5502,0.40896359,0.079607412,0.19465649,0.096510358
30034,178,180,222,Cerro Azul,5.43694,1134,0.8018018,0.15696649,0.19576719,0.15873016
30035,121,121,152,Citlaltépetl,15.01939,1632,0.79605263,0.074142158,0.093137257,0.074142158
30036,491,504,686,Coacoatzintla,11.94492,1185,0.71574342,0.41434598,0.57890296,0.42531645
30037,559,630,847,Coahuitlán,31.97937,2650,0.65997636,0.2109434,0.31962264,0.23773585
30038,2324,2377,3079,Coatepec,5.2258,4161,0.75479054,0.5585196,0.73996633,0.57125694
30039,5328,5680,6405,Coatzacoalcos,4.68467,14644,0.83185011,0.36383501,0.43738049,0.38787216
30040,480,535,911,Coatzintla,6.69872,3485,0.5268935,0.13773315,0.26140603,0.15351507
30041,534,541,561,Coetzala,26.14518,539,0.95187163,0.99072355,1.0408163,1.0037106
30042,245,246,306,Colipa,19.43609,1004,0.80065358,0.2440239,0.30478087,0.24501993
30043,721,814,1274,Comapa,23.08692,4485,0.56593406,0.16075808,0.28405797,0.18149386
30044,5220,5478,6255,Córdoba,4.80274,6655,0.83453238,0.78437263,0.9398948,0.8231405
30045,654,666,838,Cosamaloapan de Carpio,6.28679,3182,0.7804296,0.20553111,0.26335639,0.20930232
30046,534,556,680,Cosautlán de Carvajal,17.43615,2829,0.78529412,0.18875928,0.24036762,0.19653589
30047,4388,4443,4840,Coscomatepec,35.46714,18340,0.90661156,0.23925845,0.26390404,0.24225736
30048,3587,3703,4158,Cosoleacaque,7.73979,9643,0.86267436,0.37197968,0.43119362,0.38400912
30049,279,313,448,Cotaxtla,12.76142,2415,0.62276787,0.11552795,0.18550725,0.12960662
30050,665,762,1313,Coxquihui,25.35081,3545,0.50647372,0.18758816,0.37038082,0.21495064
30051,1040,1105,1431,Coyutla,20.61223,4091,0.7267645,0.25421658,0.34979221,0.27010512
30052,758,791,879,Cuichapa,13.86237,1506,0.86234355,0.50332004,0.58366531,0.52523237
30053,995,1073,1400,Cuitláhuac,8.24233,2090,0.71071428,0.47607654,0.66985649,0.51339716
30054,213,216,276,Chacaltianguis,7.2248,952,0.77173913,0.22373949,0.28991598,0.22689076
30055,713,730,1070,Chalma,15.77111,1919,0.66635513,0.37154767,0.55758208,0.38040647
30056,504,505,592,Chiconamel,18.58431,1262,0.85135138,0.39936608,0.46909666,0.40015846
30057,67,67,82,Chiconquiaco,18.59184,2244,0.81707317,0.029857397,0.03654189,0.029857397
30058,1512,1574,1890,Chicontepec,19.51349,10840,0.80000001,0.13948339,0.17435424,0.14520295
30059,494,525,667,Chinameca,8.61147,1394,0.74062967,0.3543759,0.47847921,0.37661406
30060,157,157,208,Chinampa de Gorostiza,15.44128,2507,0.75480771,0.062624648,0.082967691,0.062624648
30061,2996,3056,3509,Las Choapas,26.60835,20258,0.85380453,0.14789219,0.17321552,0.15085398
30062,1187,1196,1257,Chocamán,16.36259,3065,0.94431186,0.3872757,0.4101142,0.39021206
30063,115,115,153,Chontla,13.75416,2033,0.751634,0.056566652,0.07525824,0.056566652
30064,50,76,134,Chumatlán,23.74589,953,0.37313432,0.052465897,0.14060861,0.079748161
30065,1735,1846,2305,Emiliano Zapata,4.89552,3102,0.75271147,0.55931658,0.74306899,0.59509993
30066,465,560,1187,Espinal,17.75451,4801,0.3917439,0.096854821,0.24724016,0.11664236
30067,6594,6653,7311,Filomeno Mata,44.62988,6919,0.9019286,0.9530279,1.0566556,0.96155512
30068,1415,1512,1745,Fortín,4.92803,3175,0.81088823,0.44566929,0.54960632,0.47622046
30069,408,418,551,Gutiérrez Zamora,7.96678,1876,0.74047184,0.21748401,0.29371002,0.2228145
30070,1019,1019,1211,Hidalgotitlán,22.06031,4329,0.84145337,0.23538923,0.27974129,0.23538923
30071,2934,3036,3894,Huatusco,12.37201,6197,0.75346684,0.47345489,0.62836856,0.48991448
30072,185,209,284,Huayacocotla,15.15741,3199,0.65140843,0.057830572,0.088777743,0.065332919
30073,1206,1219,1888,Hueyapan de Ocampo,16.33709,7030,0.63877118,0.1715505,0.2685633,0.17339972
30074,301,321,350,Huiloapan de Cuauhtémoc,7.37797,513,0.86000001,0.58674467,0.68226123,0.62573099
30075,622,637,700,Ignacio de la Llave,17.27846,2936,0.88857144,0.21185286,0.23841962,0.21696185
30076,1532,1543,1687,Ilamatlán,33.78193,3964,0.90812093,0.3864783,0.42558023,0.38925329
30077,1194,1215,1503,Isla,8.92945,3860,0.79441118,0.30932641,0.38937825,0.31476685
30078,131,137,338,Ixcatepec,22.54159,2862,0.38757396,0.045772187,0.11809923,0.047868624
30079,114,114,173,Ixhuacán de los Reyes,14.28071,1724,0.65895951,0.066125289,0.10034803,0.066125289
30080,1244,1318,1609,Ixhuatlán del Café,19.65611,4236,0.77315104,0.29367328,0.37983948,0.31114259
30081,267,270,360,Ixhuatlancillo,10.55159,1871,0.74166667,0.14270444,0.19241047,0.14430785
30082,303,310,426,Ixhuatlán del Sureste,9.47338,1414,0.71126759,0.21428572,0.30127299,0.21923621
30083,4874,4926,5422,Ixhuatlán de Madero,27.27751,14744,0.89893031,0.33057514,0.36774281,0.334102
30084,118,118,131,Ixmatlahuacan,9.90413,702,0.90076333,0.16809116,0.18660969,0.16809116
30085,1649,1725,2145,Ixtaczoquitlán,5.78252,3500,0.76876456,0.47114286,0.61285716,0.49285713
30086,1460,1513,1613,Jalacingo,17.14811,7476,0.9051457,0.19529159,0.21575709,0.20238096
30087,11051,11830,12927,Xalapa,4.9257,23444,0.85487741,0.47137859,0.55139905,0.50460672
30088,142,142,205,Jalcomulco,14.21253,786,0.69268292,0.18066157,0.26081425,0.18066157
30089,943,948,1086,Jáltipan,8.6765,3266,0.8683241,0.28873238,0.33251685,0.29026332
30090,293,294,371,Jamapa,6.63989,709,0.78975743,0.41325811,0.52327222,0.41466856
30091,749,763,990,Jesús Carranza,15.25752,4046,0.75656563,0.1851211,0.24468611,0.18858132
30092,1061,1071,1451,Xico,11.48193,4044,0.73121983,0.262364,0.35880315,0.26483679
30093,553,612,826,Jilotepec,5.91037,951,0.66949153,0.58149314,0.86855942,0.64353311
30094,820,835,1565,Juan Rodríguez Clara,14.15077,5226,0.52396166,0.15690777,0.29946423,0.15977803
30095,599,617,803,Juchique de Ferrer,12.96599,1893,0.74595267,0.31642896,0.4241944,0.32593766
30096,45,45,97,Landero y Coss,10.85889,167,0.46391752,0.26946107,0.58083832,0.26946107
30097,292,323,404,Lerdo de Tejada,4.97303,1105,0.7227723,0.26425341,0.36561087,0.2923077
30098,90,91,106,Magdalena,20.2995,572,0.8490566,0.15734266,0.18531469,0.15909091
30099,1417,1487,1674,Maltrata,14.61907,2442,0.84647548,0.58026206,0.68550366,0.60892713
30100,808,816,1036,Manlio Fabio Altamirano,7.33629,1841,0.77992278,0.43889192,0.56273764,0.44323736
30101,1375,1503,1803,Mariano Escobedo,19.59849,6945,0.76261789,0.19798416,0.25961122,0.21641469
30102,3215,3289,3777,Martínez de la Torre,8.44724,6957,0.85120463,0.46212447,0.5429064,0.47276124
30103,2656,2687,2976,Mecatlán,36.72799,4306,0.8924731,0.61681372,0.69112867,0.62401301
30104,2753,2772,3113,Mecayapan,39.52938,6972,0.8843559,0.39486519,0.4465003,0.39759037
30105,838,909,1069,Medellín,5.51171,3389,0.78391021,0.24727058,0.31543228,0.26822072
30106,113,114,154,Miahuatlán,15.59059,710,0.73376626,0.15915494,0.21690141,0.16056338
30107,119,120,134,Las Minas,25.09863,743,0.88805968,0.16016151,0.18034993,0.1615074
30108,5517,5623,6111,Minatitlán,9.46105,16877,0.90279824,0.32689458,0.36209041,0.33317533
30109,1575,1618,2139,Misantla,10.55444,7614,0.73632538,0.20685579,0.28092986,0.21250328
30110,1804,1816,2005,Mixtla de Altamirano,36.07961,3351,0.89975065,0.53834677,0.59832883,0.54192775
30111,460,465,532,Moloacán,12.94185,2375,0.86466163,0.19368421,0.22400001,0.19578947
30112,847,930,1041,Naolinco,6.71007,1534,0.81364071,0.55215126,0.67861801,0.60625815
30113,240,265,347,Naranjal,22.77905,985,0.69164264,0.24365482,0.35228425,0.26903552
30114,187,188,259,Nautla,8.10208,818,0.72200775,0.22860636,0.31662592,0.22982885
30115,1108,1218,1420,Nogales,12.19307,3884,0.78028166,0.28527293,0.36560246,0.31359422
30116,588,596,686,Oluta,9.96429,1386,0.85714287,0.42424244,0.49494949,0.43001443
30117,743,767,859,Omealca,12.4669,2387,0.86495924,0.31126937,0.35986593,0.32132384
30118,1567,1757,2839,Orizaba,2.36752,2583,0.55195493,0.60665894,1.0991095,0.68021679
30119,109,129,170,Otatitlán,9.43598,422,0.64117646,0.25829384,0.40284359,0.30568719
30120,67,76,149,Oteapan,16.63127,2522,0.44966444,0.026566217,0.059080094,0.030134814
30121,450,529,852,Ozuluama de Mascareñas,20.31368,5171,0.52816904,0.087023787,0.16476503,0.10230129
30122,464,464,945,Pajapan,17.30329,3209,0.4910053,0.14459333,0.29448426,0.14459333
30123,1587,1604,2404,Pánuco,7.89062,8008,0.66014975,0.19817682,0.30019981,0.2002997
